timestamp,signal,price,order_id,profit,rsi,ema_short,ema_long
2025-04-24 23:58:38,Sell,2.204,,,,,
2025-04-24 23:58:44,Sell,2.2041,,,,,
2025-04-24 23:58:50,Sell,2.2033,,,,,
2025-04-24 23:58:56,Sell,2.203,,,,,
2025-04-24 23:59:02,Sell,2.2031,,,,2.2035,
2025-04-25 00:18:48,Sell,2.1986,,,,,
2025-04-25 00:18:54,Sell,2.1987,,,,,
2025-04-25 00:38:22,Sell,2.1925,,,,,
2025-04-25 00:38:28,Sell,2.1932,,,,,
2025-04-25 00:38:34,Sell,2.1939,,,,,
2025-04-25 00:38:40,Sell,2.1947,,,,,
2025-04-25 00:38:46,Sell,2.1948,,,,2.19382,
2025-04-25 00:38:52,Sell,2.1955,,,,2.19438,
2025-04-25 00:38:58,Sell,2.1938,,,,2.194186666666667,
2025-04-25 00:39:04,Sell,2.1935,,,,2.193957777777778,
2025-04-25 00:39:10,Sell,2.1943,,,,2.1940718518518523,
2025-04-25 00:39:16,Sell,2.1952,,,,2.194447901234568,
2025-04-25 00:39:49,Sell,2.1957,,,,,
2025-04-25 00:39:55,Sell,2.1957,,,,,
2025-04-25 00:40:01,Sell,2.1965,,,,,
2025-04-25 00:40:07,Sell,2.1959,,,,,
2025-04-25 00:40:13,Sell,2.1955,,,,2.19586,
2025-04-25 01:01:14,Sell,2.1992,4b20a411-cfdd-4222-976f-46f92093bf7b,,,,
2025-04-25 01:01:20,Sell,2.1995,0f8fc7c1-8d62-4659-817e-6f760a2d294b,,,,
2025-04-25 01:01:26,Sell,2.1988,39234ee0-f231-4f42-9c54-d95006f7f17c,,,,
2025-04-25 01:01:32,Sell,2.1989,89697e4a-9343-4167-9c18-910e61c8c869,,,,
2025-04-25 01:01:39,Sell,2.1989,6f33c2cb-7385-4433-a52d-78aa29c95432,,,2.19906,
2025-04-25 01:01:45,Sell,2.199,6bec27c4-450d-4935-8063-3aa43c6072fb,,,2.19904,
2025-04-25 01:02:07,Sell,2.1988,ce7ac276-95c0-4c90-bd69-0d2b4adadcde,,,,
2025-04-25 01:02:13,Sell,2.198,5b74df6b-35b0-4a51-817b-3a71f571446f,,,,
2025-04-25 01:02:19,Sell,2.1977,adab15bf-a6bb-4d66-b95f-31a4ca956bcb,,,,
2025-04-25 01:02:25,Sell,2.1977,7c1f67bf-99fc-4441-a4ff-19a32eb3217e,,,,
2025-04-25 01:02:31,Sell,2.1971,9f9ad41f-3218-4099-81ef-0d0da1d7ac88,,,2.19786,
2025-04-25 01:02:44,Sell,2.1974,f85e3e73-a92c-4771-a28c-a9f12439dc3c,,,,
2025-04-25 01:03:43,Sell,2.1977,6811dde3-0ffb-4973-9ce4-53a045450a8e,,,,
2025-04-25 01:20:43,Neutral,2.1972,,,,,
2025-04-25 01:21:09,Neutral,2.1969,,,,,
2025-04-25 01:30:11,Sell,2.1985,,,,,
2025-04-25 23:05:28,Sell,2.1918,7ae63ae7-bb51-481f-bfa1-d040b4ae1b9f,,,,
2025-04-25 23:06:03,Sell,2.1916,82d3a5ab-e6f0-4d85-82cf-b25392afe4d6,,,,
