timestamp,signal,price,order_id,profit,rsi,ema_short,ema_long
2025-04-24 23:58:39,Sell,2.204,,,,,
2025-04-24 23:58:45,Sell,2.2037,,,,,
2025-04-24 23:58:52,Sell,2.2031,,,,,
2025-04-24 23:58:58,Sell,2.2031,,,,,
2025-04-25 00:18:46,Sell,2.1986,,,,,
2025-04-25 00:18:52,Sell,2.1987,,,,,
2025-04-25 00:18:58,Sell,2.1986,,,,,
2025-04-25 00:38:22,Sell,2.1925,,,,,
2025-04-25 00:38:28,Sell,2.1932,,,,,
2025-04-25 00:38:34,Sell,2.1939,,,,,
2025-04-25 00:38:40,Sell,2.1947,,,,,
2025-04-25 00:38:46,Sell,2.1948,,,,2.19382,
2025-04-25 00:38:52,Sell,2.1955,,,,2.19438,
2025-04-25 00:38:58,Sell,2.1938,,,,2.194186666666667,
2025-04-25 00:39:04,Sell,2.1934,,,,2.193924444444445,
2025-04-25 00:39:10,Sell,2.1943,,,,2.19404962962963,
2025-04-25 00:39:16,Sell,2.1952,,,,2.194433086419753,
2025-04-25 00:39:49,Sell,2.1957,,,,,
2025-04-25 00:39:55,Sell,2.1957,,,,,
2025-04-25 00:40:01,Sell,2.1965,,,,,
2025-04-25 00:40:09,Sell,2.1959,,,,,
2025-04-25 00:40:15,Sell,2.1955,,,,2.19586,
2025-04-25 01:01:14,Sell,2.1992,2778b781-6470-423a-b708-d3c01432b413,,,,
2025-04-25 01:01:20,Sell,2.1995,a01bdcde-6140-41dd-a7f2-d0d9990af77d,,,,
2025-04-25 01:01:26,Sell,2.1988,864a5847-a315-4f00-bd1a-52eb9429e30c,,,,
2025-04-25 01:01:32,Sell,2.1989,d6eca930-6e58-4190-af0f-c64f06214f37,,,,
2025-04-25 01:01:39,Sell,2.1989,3ae84ae1-d285-4ba4-9e40-76191380b6b6,,,2.19906,
2025-04-25 01:01:45,Sell,2.199,606ab317-f618-4307-970b-e8f09452977a,,,2.19904,
2025-04-25 01:02:06,Sell,2.1988,f4d2a4a1-c60d-4ae5-8470-7515a346cb83,,,,
2025-04-25 01:02:12,Sell,2.198,4740c3e3-7d93-4bbd-9f9b-207bcbfa7368,,,,
2025-04-25 01:02:18,Sell,2.1977,bd6779ff-2a09-4aaa-b4d2-c9d51472a0e5,,,,
2025-04-25 01:02:24,Sell,2.1973,34ecc9b9-de5f-4804-b46c-5e7102bb2890,,,,
2025-04-25 01:02:30,Sell,2.1971,abea74d8-65d6-48c8-af8a-aa6a36d84582,,,2.19778,
2025-04-25 01:02:44,Sell,2.1974,9fdacc36-4a77-46e7-9e85-999026e9835f,,,,
2025-04-25 01:03:42,Sell,2.1978,0dec0f27-fa86-4902-bd46-a7fdd1832bc5,,,,
2025-04-25 01:20:43,Neutral,2.1972,,,,,
2025-04-25 01:21:09,Neutral,2.1968,,,,,
2025-04-25 01:30:10,Sell,2.1985,,,,,
2025-04-25 23:05:29,Sell,2.1918,602125d2-8476-4ba9-9b59-02950673b0e4,,,,
2025-04-25 23:06:03,Sell,2.1916,93ad2a45-75d0-482d-a65f-d8c6456fcd1a,,,,
